# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001/Pj//hg38.refGene.gtf" "-o" "/athena/angsd/scratch/jiq4001/Pj1/reads_count/featCounts_transcript_all.txt" "--minOverlap" "25" "-t" "transcript" "-g" "gene_id" "--primary" "--tmpDir" "/scratchLocal" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244251.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244252.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244253.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244254.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244255.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244256.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244251.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244252.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244253.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244254.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244255.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244256.Aligned.sortedByCoord.out.bam
MIR6845	chr8	143837756	143837816	-	61	0	0	0	0	0	0
DLX3	chr17	49990005	49995224	-	5220	20	16	4	8	6	16
EYA2	chr20;chr20	46894624;46894843	47188844;47188844	+;+	294221	1224	974	1016	800	792	868
MAGOH	chr1	53226900	53238518	-	11619	1174	991	1079	998	1118	913
C12orf75	chr12	105330691	105371518	+	40828	4097	3460	3362	3282	3649	3219
P3H3	chr12	6828407	6839847	+	11441	460	476	339	342	288	311
UQCR11	chr19	1597169	1605462	-	8294	2733	2769	2390	2375	2051	1794
ADIRF	chr10	86968482	86970915	+	2434	124	76	82	58	64	81
TMED10	chr14	75131469	75176612	-	45144	18916	16710	15489	15197	16380	15141
YWHAQ	chr2	9583967	9630997	-	47031	27978	24127	23422	20776	22371	20341
NR0B1	chrX	30304206	30309390	-	5185	432	339	294	316	284	319
TWIST1	chr7;chr7	19113048;19115468	19117636;19117636	-;-	4589	282	269	187	208	223	201
MTM1	chrX	150568597	150673143	+	104547	4025	3824	3418	3380	3586	3420
HEY2	chr6	125749632	125761269	+	11638	70	70	54	68	70	74
MIR92B	chr1	155195177	155195272	+	96	7	22	16	15	6	6
RBM27	chr5	146203605	146289221	+	85617	10229	8781	8615	8169	8726	7916
PLIN1	chr15;chr15	89664370;89664370	89679367;89679367	-;-	14998	87	48	70	72	94	83
GSPT2	chrX	51743442	51746230	+	2789	788	684	558	556	552	560
FAAH	chr1	46394317	46413845	+	19529	146	157	138	148	139	150
OSGEPL1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660;189746660	189762792;189762792;189762792;189762792;189762792;189762792;189762792;189763197;189762792;189762792;189762792;189762792;189762792;189762792;189762792;189762792;189762792;189762792;189762792;189762792;189762792;189763198;189762792	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	16539	1119	928	899	777	1002	874
ALDH9A1	chr1;chr1	165662212;165662216	165698663;165698562	-;-	36452	3870	3527	3271	2999	3421	2923
SLC25A31	chr4;chr4	127730400;127730400	127774292;127774292	+;+	43893	14	14	14	14	32	12
YRDC	chr1	37802945	37808208	-	5264	1017	952	896	845	936	702
GAL3ST4	chr7	100159244	100168617	-	9374	52	40	53	32	51	44
INO80B	chr2	74455087	74457944	+	2858	0	0	0	0	0	0
C1QL2	chr2	119156243	119158751	-	2509	0	0	2	0	0	0
FANCD2OS	chr3;chr3	10081320;10103937	10108255;10108255	-;-	26936	55	49	51	40	22	18
GPR151	chr5	146514854	146516113	-	1260	18	20	33	18	20	28
DND1	chr5	140670794	140673576	-	2783	1207	1250	894	885	1027	788
RSPH10B	chr7;chr7	5926146;6754109	5970683;6798765	-;+	89195	0	0	0	0	0	0
CCDC85C	chr14	99500190	99604207	-	104018	3676	3715	2894	2937	2583	2391
MMP17	chr12	131828393	131851771	+	23379	536	636	415	398	415	374
ADGRG3	chr16;chr16	57668306;57668306	57689378;57689378	+;+	21073	34	31	16	32	32	36
NANS	chr9	98056732	98083077	+	26346	4240	3774	3344	4035	4050	3795
NABP2	chr12	56224342	56229854	+	5513	2183	2251	1897	1878	1739	1579
DSG3	chr18	31447741	31478702	+	30962	0	8	0	2	0	2
SPAG11A	chr8;chr8;chr8;chr8_KZ208915v1_fix;chr8_KZ208915v1_fix;chr8_KZ208915v1_fix;chr8_KI270813v1_alt;chr8_KI270813v1_alt	7447753;7848008;7848008;755806;755806;5445301;130826;133665	7463542;7863797;7860982;771611;768787;5461084;146652;146652	-;+;+;+;+;+;-;-	78997	0	0	0	0	0	0
MANF	chr3	51385291	51389397	+	4107	1981	1674	1769	1817	1703	1627
MANBA	chr4	102630770	102760968	-	130199	6634	6146	5222	5150	5822	5270
TMC2	chr20	2536607	2641784	+	105178	200	272	161	174	171	159
MIR4779	chr2	86193026	86193108	-	83	0	0	0	0	0	0
MIR4725	chr17	31575269	31575358	+	90	10	15	7	11	4	9
MIR4497	chr12	109833348	109833436	+	89	0	0	0	0	0	0
MIR4490	chr11	90555774	90555857	-	84	0	0	0	0	0	0
MIR4465	chr6	140683814	140683883	+	70	0	0	0	0	0	0
MIR4463	chr6	75428407	75428473	+	67	0	0	0	0	0	0
ADGRE5	chr19;chr19;chr19	14381144;14381144;14381444	14408725;14408725;14408723	+;+;+	27582	2227	2194	2006	1774	1901	1573
LNCNEF	chr20	22587522	22607517	-	19996	20	16	24	36	32	18
DOCK3	chr3	50674927	51384198	+	709272	9774	9446	8004	7439	7618	7460
CBLIF	chr11	59829273	59845499	-	16227	42	36	26	34	58	24
KREMEN1	chr22;chr22	29073035;29073035	29146820;29168333	+;+	95299	1830	1683	1466	1435	1623	1510
ZMPSTE24	chr1	40258236	40294180	+	35945	6446	5752	5055	4861	5287	4382
BSX	chr11	122977570	122981834	-	4265	0	0	0	0	0	2
LRRC1	chr6	53795005	53924125	+	129121	3408	3195	2660	2804	3107	2895
CHAC1	chr15;chr15	40953471;40953471	40956512;40956512	+;+	3042	70	104	76	96	74	104
KRTAP5-1	chr11;chr11_KI270830v1_alt;chr11_KI270903v1_alt	1584342;66579;60879	1585283;67520;61820	-;-;-	2826	0	0	0	0	0	0
ASXL2	chr2;chr2;chr2	25733753;25733753;25733753	25794691;25830901;25878487	-;-;-	144735	16244	13987	13034	12786	13811	12491
ALDH2	chr12;chr12	111766933;111766933	111817531;111817531	+;+	50599	9331	9230	7451	8751	9407	8240
RANBP17	chr5	170862018	171300015	+	437998	21461	18038	16140	16101	17747	16552
LINC01551	chr14;chr14	28772704;28772704	28794794;28778560	+;+	22091	0	0	1	0	2	0
PIGR	chr1	206928522	206946466	-	17945	62	28	22	40	42	32
CLDN20	chr6	155264013	155276548	+	12536	0	0	0	0	0	0
TSSK2	chr22	19131308	19132622	+	1315	0	0	0	0	0	0
MBD6	chr12	57522824	57530148	+	7325	2291	2269	1673	1714	1807	1790
PIK3CA	chr3	179148357	179240093	+	91737	6546	5754	5295	5233	5957	5687
CCL17	chr16	57404767	57416063	+	11297	16	7	8	12	8	19
SNCG	chr10;chr10	86955759;86958599	86963258;86963258	+;+	7500	34	48	62	34	28	36
CCL11	chr17	34285742	34288334	+	2593	0	0	0	0	0	0
GPR182	chr12	56994492	56998447	+	3956	65	61	42	47	39	44
LINC00702	chr10	4206876	4243912	-	37037	2	2	8	0	0	0
NLK	chr17	28042677	28196378	+	153702	12077	10457	9667	9942	10639	9588
P4HTM	chr3;chr3	48989908;48990241	49007148;49007153	+;+	17246	1832	2029	1525	1660	1586	1504
ORM2	chr9	114329789	114333256	+	3468	3	4	2	4	2	4
SLC22A7	chr6;chr6	43298260;43298260	43305538;43305538	+;+	7279	2	4	2	2	2	8
MFAP4	chr17;chr17	19383446;19383446	19387190;19387190	-;-	3745	205	314	134	177	196	223
TMEM123	chr11	102396334	102452765	-	56432	21376	16940	17826	16897	18549	17243
SMOC2	chr6;chr6	168441184;168441184	168667992;168667992	+;+	226809	12	22	20	10	27	12
PODXL	chr7;chr7	131500271;131500271	131556628;131556628	-;-	56358	3130	3099	2663	2449	2465	2424
RRP9	chr3	51933429	51941904	-	8476	818	743	646	553	513	592
KRT75	chr12	52424070	52434371	-	10302	2	2	0	4	2	0
CKAP4	chr12	106237881	106248020	-	10140	6160	6361	4950	5150	4805	4359
RAB40B	chr17	82654973	82698698	-	43726	1439	1363	1026	1013	1117	1106
CDC42BPG	chr11	64823052	64844653	-	21602	1005	1122	820	792	716	787
MIR582	chr5	59703606	59703703	-	98	0	0	0	0	0	0
MIR579	chr5	32394378	32394475	-	98	0	0	0	0	0	0
PSENEN	chr19;chr19	35745651;35745651	35747519;35747519	+;+	1869	2658	2601	2507	2466	2117	1923
MIR151B	chr14	100109419	100109514	-	96	0	0	0	0	0	0
PHACTR3-AS1	chr20	59626464	59628289	-	1826	0	0	0	0	0	0
MIR4443	chr3	48196564	48196616	+	53	0	0	0	0	0	0
MIR4435-2	chr2;chr2	87629760;111321013	87629833;111321086	+;-	148	0	0	0	0	0	0
MIR4429	chr2	11540605	11540677	-	73	0	0	0	0	0	0
ZNF230	chr19	44002957	44013924	+	10968	444	421	398	312	391	378
SLC6A6	chr3;chr3;chr3;chr3	14402576;14402576;14402606;14402606	14489349;14489349;14489349;14448185	+;+;+;+	86774	31154	28828	24332	25715	27096	24788
PRR5-ARHGAP8	chr22	44702198	44862784	+	160587	466	474	357	356	360	340
KAAG1	chr6	24356903	24358285	+	1383	0	0	0	0	0	0
BECN1	chr17;chr17;chr17;chr17	42810132;42810132;42810132;42810134	42824316;42823879;42824316;42824282	-;-;-;-	14185	3654	3469	3153	2990	3092	3080
RHOV	chr15	40872214	40874234	-	2021	3087	2891	2410	2637	2409	2250
MED22	chr9;chr9;chr9_KN196479v1_fix;chr9_KN196479v1_fix	133338319;133340901;164411;166995	133348131;133348156;174225;174250	-;-;-;-	19678	1468	1464	1197	1181	1115	1120
PSEN2	chr1;chr1	226870572;226870616	226896103;226896098	+;+	25532	1793	1896	1487	1579	1573	1529
PRDM6	chr5	123089241	123194266	+	105026	1050	797	754	966	854	859
WDCP	chr2;chr2	24029336;24029347	24047426;24047391	-;-	18091	898	860	735	803	806	686
MIR599	chr8	99536636	99536730	-	95	0	0	0	0	0	0
MIR597	chr8;chr8_KZ208915v1_fix	9741672;3609806	9741768;3609902	+;-	194	0	0	0	0	0	0
MIR590	chr7	74191198	74191294	+	97	0	0	0	0	0	0
MIR589	chr7	5495819	5495917	-	99	0	0	0	0	0	0
MIR551B	chr3	168551854	168551949	+	96	0	0	0	0	0	0
MIR576	chr4	109488698	109488795	+	98	0	0	0	0	0	0
MC2R	chr18;chr18	13882044;13882044	13915536;13915707	-;-	33664	0	0	0	0	0	0
LHX1	chr17;chr17_KI270857v1_alt	36937475;1173837	36944612;1180977	+;+	14279	4	14	4	2	4	2
RPN1	chr3	128619969	128650818	-	30850	10601	10376	8831	8848	9182	8181
LPAR2	chr19	19623656	19628220	-	4565	113	130	101	99	112	75
PCSK7	chr11	117204337	117232073	-	27737	1939	1871	1449	1472	1438	1421
EFCAB14	chr1	46675159	46719114	-	43956	2338	2189	1823	1901	1809	1753
BARX2	chr11	129375848	129452279	+	76432	6	16	14	6	6	17
CAMK1	chr3	9757347	9769947	-	12601	189	166	166	135	188	130
PANK4	chr1;chr1_KI270762v1_alt	2508537;59727	2526596;77786	-;-	36120	0	0	0	0	0	0
LMOD3	chr3;chr3	69106886;69108672	69122595;69122595	-;-	15710	46	28	36	28	39	28
ARHGEF35	chr7;chr7;chr7_KZ208913v1_alt;chr7_KZ208913v1_alt	144186083;144186083;220409;220409	144195698;144195879;221265;221265	-;-;+;+	10654	13	8	6	2	4	4
SLC35G5	chr8;chr8_KZ208915v1_fix	11330986;2014659	11332186;2015859	+;-	2402	17	20	15	11	13	10
CENPE	chr4;chr4	103105811;103105811	103198343;103198343	-;-	92533	7973	6443	6576	5479	6371	5282
RHBDF2	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	76470893;76470896;76470896;76470896;76470896;76470896;76470896;76470896	76501427;76501423;76501423;76501423;76501423;76501423;76501423;76501423	-;-;-;-;-;-;-;-	30535	3145	3512	2623	2749	2494	2275
PIGF	chr2;chr2	46580937;46580937	46617041;46617041	-;-	36105	5311	4447	4263	4367	4636	4376
TRNP1	chr1	26993692	27000886	+	7195	4657	4856	4123	3650	3395	3026
TMEM82	chr1	15742499	15747982	+	5484	0	0	0	0	0	0
DNAH5	chr5	13690329	13944480	-	254152	1570	1374	1184	1231	1347	1168
ZNF676	chr19;chr19_GL383576v1_alt	22179089;111923	22196951;129785	-;+	35726	0	0	0	0	0	0
L3MBTL2	chr22	41205312	41231271	+	25960	753	774	616	565	591	628
TSHB	chr1;chr1	115029826;115033946	115034302;115034309	+;+	4484	2	0	0	2	0	0
COL5A1	chr9;chr9	134641803;134641805	134844842;134844842	+;+	203040	2194	1953	1719	1932	1591	1607
SLCO1B1	chr12	21131194	21239796	+	108603	5935	5733	4462	4622	4996	4731
FAM243B	chr21;chr21	7769588;34400112	7770548;34401072	-;-	1922	0	0	0	0	0	0
BIVM	chr13;chr13	102799119;102799119	102841533;102841533	+;+	42415	789	743	540	659	659	683
CSGALNACT2	chr10;chr10;chr10;chr10	43138445;43138445;43154897;43154897	43185306;43185301;43185306;43185306	+;+;+;+	46862	4256	3748	3606	3450	3757	3360
CDS1	chr4	84583127	84651334	+	68208	992	776	794	780	1040	856
NDUFB10	chr16	1959538	1961975	+	2438	3983	3446	3450	3517	3177	2705
ZNF354C	chr5	179060373	179083977	+	23605	530	412	379	317	447	352
MIR596	chr8;chr8_KI270821v1_alt	1817231;607	1817307;683	+;+	154	0	0	0	0	0	0
MIR592	chr7	127058088	127058184	-	97	0	0	0	0	0	0
TEPP	chr16;chr16	57976435;57976435	57988113;57988113	+;+	11679	0	10	6	2	2	8
SERPINB11	chr18;chr18;chr18;chr18	63702307;63702960;63702960;63702960	63723893;63723893;63723893;63723893	+;+;+;+	21587	366	274	253	270	319	276
CDC16	chr13;chr13;chr13;chr13;chr13;chr13;chr13	114234845;114234845;114234845;114234897;114234897;114234897;114234897	114272726;114272726;114272726;114272723;114272723;114272723;114272723	+;+;+;+;+;+;+	37882	5665	5265	4629	4257	4823	4371
NIFK	chr2	121726945	121736875	-	9931	876	693	714	721	701	619
PEX13	chr2	61017720	61051990	+	34271	4186	3293	3330	3275	3633	3282
OR51B2	chr11	5323298	5324352	-	1055	0	2	0	0	2	2
NKX2-4	chr20	21395367	21397526	-	2160	0	2	6	2	2	6
LRRC71	chr1	156920632	156933094	+	12463	161	152	113	115	167	144
PLCZ1	chr12;chr12;chr12	18683180;18683180;18683180	18737509;18738012;18738012	-;-;-	54833	8	9	12	6	4	12
HECA	chr6	139135080	139180802	+	45723	1008	980	836	888	968	827
DBR1	chr3	138160988	138174921	-	13934	990	816	900	806	953	811
CERK	chr22	46684410	46738252	-	53843	4628	4763	3643	3508	3437	3060
PSKH2	chr8	86047111	86069668	-	22558	2	0	0	0	0	0
WNT3A	chr1	228006998	228061271	+	54274	36	58	22	36	35	38
CNP	chr17;chr17	41966795;41967797	41977740;41977740	+;+	10946	5731	6121	4997	6071	6024	5599
LRRN3	chr7;chr7;chr7	111091006;111091127;111091127	111125453;111125453;111125453	+;+;+	34448	0	0	0	0	0	0
PVRIG	chr7	100219248	100221488	+	2241	0	0	0	0	0	0
EBF4	chr20;chr20	2692780;2692878	2760108;2760108	+;+	67329	636	583	462	552	606	615
FKBP7	chr2;chr2	178463664;178463664	178478600;178478600	-;-	14937	405	349	436	362	424	402
TBX19	chr1	168280877	168314426	+	33550	1437	1255	1058	1182	1231	1245
KCTD13	chr16;chr16	29906340;29906340	29926226;29926226	-;-	19887	3120	2919	2596	2420	2709	2509
NPAP1L	chr16	60357685	60359793	-	2109	0	0	2	0	0	0
GOLGA6L2	chr15	23439038	23447243	-	8206	0	0	0	0	0	0
UBL4A	chrX	154483717	154486615	-	2899	2616	2525	1923	1922	1895	1730
GPT	chr8	144504140	144507172	+	3033	524	574	390	351	343	337
PABPC1L2B	chrX	73003513	73005712	+	2200	0	0	0	0	0	0
TOR3A	chr1	179082070	179095994	+	13925	2530	2602	2101	2144	2089	1996
KRTAP19-3	chr21	30491462	30492013	-	552	0	0	0	0	0	0
SRR	chr17;chr17	2303943;2303950	2325264;2325260	+;+	21322	1822	1485	1550	1300	1409	1352
BUB1B	chr15	40161009	40221136	+	60128	4304	3701	3514	3227	3373	2981
ARG2	chr14	67619920	67651705	+	31786	737	769	592	570	613	608
LOC102723672	chr7;chr7_KI270804v1_alt;chr7_KI270899v1_alt	144445;100244;136766	149438;105238;141759	-;-;-	14983	48	46	42	34	38	24
LOC100507642	chr7;chr7;chr7_KI270804v1_alt;chr7_KI270804v1_alt;chr7_KI270899v1_alt;chr7_KI270899v1_alt	149718;149718;105523;105523;142039;142039	155461;155461;111266;111266;147782;147782	+;+;+;+;+;+	17232	8	18	4	16	10	18
LOC105375115	chr7;chr7_KI270804v1_alt;chr7_KI270899v1_alt	174920;134324;167241	176013;135417;168334	+;+;+	3282	0	0	0	0	0	0
LOC442497	chr7	379425	382879	+	3455	0	0	0	0	0	0
PNPLA4	chrX;chrX;chrX	7898247;7898763;7898763	7927413;7927739;7927739	-;-;-	29493	772	710	748	676	624	662
HRAT92	chr7	520391	525232	+	4842	257	261	174	170	220	160
CXXC4	chr4;chr4	104468310;104468310	104494894;104494894	-;-	26585	1956	1517	1591	1457	1773	1592
ZBED5	chr11;chr11	10852706;10852706	10858053;10858053	-;-	5348	4605	3816	3532	3534	3603	3615
LZIC	chr1;chr1;chr1;chr1;chr1	9922118;9926293;9926293;9926293;9926293	9943391;9943391;9943391;9943391;9943391	-;-;-;-;-	21274	2421	1890	1971	1796	1782	1623
GINS4	chr8	41529261	41545028	+	15768	260	260	267	189	198	196
NICN1	chr3	49422333	49429324	-	6992	724	787	611	592	500	550
SLC25A33	chr1	9539465	9585173	+	45709	1083	1054	980	1034	950	885
CUZD1	chr10;chr10	122832158;122832158	122845857;122845857	-;-	13700	0	0	0	0	0	0
SNRNP27	chr2;chr2	69893956;69893956	69905236;69905236	+;+	11281	1874	1579	1585	1436	1734	1405
COPG1	chr3	129249606	129277773	+	28168	7771	7334	6602	6659	6335	6087
BCL2L2-PABPN1	chr14	23306833	23326185	+	19353	1319	1231	1167	1190	1244	1262
C11orf42	chr11	6205557	6211135	+	5579	230	205	134	162	205	211
CNBD1	chr8	86866415	87382859	+	516445	102	83	105	84	78	77
REM2	chr14	22883222	22887678	+	4457	99	106	83	82	85	59
JARID2	chr6;chr6	15246069;15248855	15522042;15522042	+;+	275974	20714	18479	16284	16790	18612	16567
MAML2	chr11	95976600	96343195	-	366596	9403	8762	7809	7740	8145	7879
RAB4B	chr19	40778247	40796942	+	18696	0	0	0	0	0	0
C4BPA	chr1	207104233	207144972	+	40740	756	660	620	594	714	614
LOC101927021	chr7;chr7;chr7;chr7;chr7;chr7	1160374;1160374;1160374;1160374;1160374;1160785	1165958;1165958;1165958;1165958;1165958;1165958	+;+;+;+;+;+	5585	693	645	605	606	550	554
B9D2	chr19	41354417	41364149	-	9733	711	706	559	605	582	545
GON7	chr14;chr14_KI270847v1_alt	93202894;317456	93207065;321627	-;-	8344	0	0	0	0	0	0
LOC100128653	chr7	1532453	1534880	-	2428	0	0	0	0	0	0
PSMG3-AS1	chr7;chr7;chr7	1570073;1570073;1570073	1589625;1589625;1589625	+;+;+	19553	1305	1298	977	1042	1080	994
TFAMP1	chr7	1614470	1616692	+	2223	13	10	16	14	18	20
ELFN1-AS1	chr7;chr7;chr7	1738631;1738631;1738631	1742310;1742310;1742310	-;-;-	3680	0	0	0	0	0	0
SLC66A1	chr1;chr1;chr1;chr1;chr1	19312326;19312326;19312326;19312326;19312326	19332428;19329300;19329300;19329300;19329300	+;+;+;+;+	20103	1063	1166	804	870	866	747
LRRC4B	chr19;chr19	50516893;50516893	50568435;50551042	-;-	51543	614	700	543	652	550	511
MIR4655	chr7	1844180	1844253	-	74	0	0	0	0	0	0
SNORA114	chr7	2088912	2089052	-	141	0	0	0	0	0	0
DRAXIN	chr1	11691710	11725857	+	34148	12	2	24	6	6	0
CPNE2	chr16	57092583	57148369	+	55787	3448	3686	2541	2626	2820	2456
MIR6836	chr7	2257515	2257577	-	63	0	0	0	0	0	0
PTPN23	chr3;chr3	47381021;47381021	47413435;47413435	+;+	32415	3168	3154	2541	2419	2404	2244
MIR4648	chr7	2527074	2527145	+	72	0	0	0	0	0	0
ZNF17	chr19;chr19	57411147;57411161	57421939;57421939	+;+	10793	614	520	473	420	518	460
OR2G6	chr1	248521647	248522597	+	951	0	0	0	0	0	0
OR11H12	chr14	18601117	18602097	+	981	2	6	2	10	0	2
LOC100129603	chr7	3140931	3158573	-	17643	8	0	2	8	1	6
CHDH	chr3	53812335	53846419	-	34085	2084	2271	1655	1490	1651	1514
LAMTOR5	chr1	110401255	110407924	-	6670	2971	2354	2612	2307	2604	2481
LOC100133315	chr11;chr11;chr11	71865509;71865509;71880704	71928459;71928447;71928459	-;-;-	62951	5289	4503	4126	4127	4363	4024
MIR4656	chr7	4788565	4788639	-	75	0	0	0	0	0	0
SNORD165	chr7	4837388	4837450	-	63	0	0	0	0	0	0
RNF216P1	chr7;chr7;chr7	4973985;4973985;4973985	4998169;4998169;4998169	+;+;+	24185	2697	2586	2042	2121	2241	2154
RBAKDN	chr7	5072060	5073223	+	1164	0	0	0	0	0	0
ZNF890P	chr7	5121310	5144546	-	23237	6	0	2	4	0	0
PTCD1	chr7	99416739	99438798	-	22060	0	0	0	0	0	0
MSH4	chr1	75796882	75913241	+	116360	237	207	128	202	220	236
LOC221946	chr7	5513854	5525545	+	11692	193	209	242	160	141	141
RNF216-IT1	chr7	5662432	5680461	-	18030	0	0	0	0	0	0
MIR6874	chr7	5711840	5711910	-	71	0	0	0	0	0	0
ZNF815P	chr7	5823160	5854435	+	31276	434	448	440	416	485	459
CDK16	chrX;chrX;chrX	47218303;47218681;47223018	47229995;47229995;47229995	+;+;+	11693	6735	6384	5499	5050	5366	4708
GPKOW	chrX	49113407	49123735	-	10329	1415	1548	1175	1078	1128	1102
SNORA80D	chr7	6016877	6017011	+	135	0	0	0	0	0	0
YY1	chr14	100239144	100282788	+	43645	10580	9715	8941	8216	8893	8114
PMS2CL	chr7	6735305	6751601	+	16297	788	780	669	690	726	732
MIR3683	chr7	7066964	7067045	-	82	0	0	0	4	0	0
LOC100131257	chr7	7075770	7096786	-	21017	4	4	2	2	2	2
LOC101927354	chr7	7255154	7278069	+	22916	526	482	422	445	427	488
LOC101927391	chr7	7550104	7566065	-	15962	75	92	80	50	112	61
EBLN2	chr3	73061659	73063320	+	1662	0	0	0	0	0	0
NEUROD6	chr7	31337466	31340726	-	3261	0	0	0	0	0	0
RBMXL1	chr1;chr1	88979456;88979456	88992960;88992629	-;-	13505	0	0	0	0	0	0
PFAS	chr17	8249289	8270486	+	21198	4604	4224	3695	3283	3256	2859
LOC100505938	chr7	8262225	8343281	+	81057	1120	898	821	826	933	858
MGC4859	chr7	10449820	10779944	-	330125	87	104	84	70	76	88
LOC100131472	chr7	10702676	10707538	+	4863	0	0	0	0	0	0
STK4	chr20;chr20;chr20;chr20	44966512;44966512;44966512;44966512	45080021;44972907;44975684;45080021	+;+;+;+	113510	8511	7628	7278	6849	7384	6589
LOC102725191	chr7;chr7;chr7	12496429;12497246;12504397	12541135;12541135;12541135	+;+;+	44707	584	442	386	369	432	350
DHX30	chr3;chr3;chr3;chr3	47802909;47802909;47803138;47803138	47850196;47850196;47850193;47816972	+;+;+;+	47288	5410	5090	4305	4144	4064	3772
LINC01579	chr15	93896060	93900599	-	4540	0	0	0	0	0	4
SMIM25	chr20	50267486	50279795	+	12310	40	26	24	32	28	26
GK	chrX;chrX;chrX;chrX	30653359;30653359;30653359;30653359	30731460;30731460;30731460;30731460	+;+;+;+	78102	1347	1017	1070	999	1228	1144
VCX	chrX	7842262	7844143	+	1882	6	0	2	0	0	0
METTL17	chr14;chr14	20989980;20989980	20997035;20997035	+;+	7056	1525	1467	1194	1211	1154	1027
YWHAB	chr20;chr20	44885705;44885705	44908532;44908532	+;+	22828	18804	17080	15659	14799	16120	14091
LOC105375166	chr7	15667947	15681979	+	14033	0	0	0	0	0	0
LINC02587	chr7	15688378	15696892	+	8515	0	0	0	0	0	0
CRPPA-AS1	chr7;chr7	16210486;16210486	16270604;16270604	+;+	60119	0	0	0	0	0	0
TMEM109	chr11	60914158	60923443	+	9286	1649	1867	1420	1628	1499	1328
KCCAT333	chr7;chr7	17374917;17374917	17467256;17467256	+;+	92340	3633	2935	2552	2445	2846	2681
LOC101927630	chr7	17463445	17558909	-	95465	1401	1173	970	977	1062	1023
UCP1	chr4	140559431	140568961	-	9531	27	8	23	14	16	10
TMEM61	chr1	54980628	54992288	+	11661	46	44	32	28	30	52
MIR1302-6	chr7	18127220	18127309	-	90	0	0	0	0	0	0
NOP53	chr19	47745546	47757058	+	11513	7549	7130	5692	6044	5791	5418
CHP2	chr16	23755026	23758935	+	3910	0	0	2	0	6	0
PIK3C2B	chr1	204422630	204490346	-	67717	6205	6204	5068	5011	5576	4806
MAGIX	chrX;chrX;chrX	49162843;49162843;49162843	49168156;49168156;49168156	+;+;+	5314	158	151	117	140	140	112
RNF112	chr17	19411232	19417276	+	6045	45	50	32	63	35	36
MIR3146	chr7	19705358	19705436	-	79	0	0	0	0	0	0
LOC101927668	chr7	19918981	20140426	-	221446	30	16	16	26	34	38
LOC100506098	chr7;chr7;chr7	20217577;20217577;20217577	20221699;20221699;20221699	+;+;+	4123	2	0	0	6	0	2
LOC101927769	chr7	20296708	20311712	+	15005	0	0	2	2	0	0
LOC101927811	chr7;chr7	20328301;20328301	20331762;20331762	-;-	3462	27	34	17	25	13	16
NCBP3	chr17	3802158	3846246	-	44089	5381	4730	4212	3928	4350	3815
RPL23P8	chr7	20827298	20827820	+	523	0	2	4	4	0	0
LINC01162	chr7	20835431	21023148	+	187718	42	22	20	28	36	29
AMMECR1	chrX;chrX;chrX	110194186;110194186;110194186	110318085;110440233;110318085	-;-;-	246048	9497	8405	7574	7387	8421	7520
RNF169	chr11	74748849	74842413	+	93565	9725	8486	7506	7845	8417	7540
LOC100506178	chr7	22563337	22573998	+	10662	0	0	0	2	0	4
LOC401312	chr7	22649960	22665533	-	15574	0	0	0	0	0	2
SNHG26	chr7	22854240	22861436	+	7197	798	600	754	668	635	588
SNORD93	chr7	22856613	22856686	+	74	0	0	0	0	0	0
KLHL7-DT	chr7	23101228	23105703	-	4476	123	87	116	128	74	94
ITM2B	chr13	48233206	48270354	+	37149	11470	10777	9408	10486	11162	10310
TCERG1L	chr10	131092391	131311721	-	219331	8	14	40	2	8	4
BPIFC	chr22	32413847	32457386	-	43540	4	6	2	0	2	2
